type,frame,crop_path,class,conf,x1,y1,x2,y2
fp,588,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000588_0081.jpg,can,0.3306,620,237,769,363
fn,588,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000588_0064.jpg,unknown,,647,449,708,493
fn,592,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000592_0065.jpg,unknown,,714,453,776,494
fp,596,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000596_0082.jpg,bottle,0.2851,760,26,910,215
fn,596,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000596_0066.jpg,unknown,,766,453,826,494
fp,600,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000600_0083.jpg,bottle,0.1921,797,24,957,214
fn,600,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000600_0067.jpg,unknown,,804,451,865,493
fn,604,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000604_0068.jpg,unknown,,0,496,51,568
fn,604,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000604_0069.jpg,unknown,,839,449,900,490
fp,608,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000608_0084.jpg,can,0.3279,840,227,1001,356
fp,608,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000608_0085.jpg,can,0.1818,0,293,38,428
fp,608,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000608_0086.jpg,can,0.1714,836,226,1001,448
fp,608,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000608_0087.jpg,bottle,0.1549,832,227,999,480
fn,608,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000608_0070.jpg,unknown,,0,301,91,575
fp,612,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000612_0088.jpg,bottle,0.4559,0,425,88,571
fp,612,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000612_0089.jpg,can,0.2591,871,224,1035,351
fp,616,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000616_0090.jpg,bottle,0.3392,898,1,1072,478
fp,616,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000616_0091.jpg,can,0.3027,901,221,1067,353
fp,616,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000616_0092.jpg,bottle,0.2781,903,222,1068,353
fp,616,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000616_0093.jpg,can,0.2634,0,406,140,564
fp,620,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000620_0094.jpg,bottle,0.3838,935,19,1078,357
fp,620,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000620_0095.jpg,bottle,0.2182,937,214,1079,348
fp,624,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000624_0096.jpg,bottle,0.2875,40,83,185,236
fn,624,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000624_0071.jpg,unknown,,1013,364,1079,481
fn,624,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000624_0072.jpg,unknown,,989,215,1079,350
fn,624,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000624_0073.jpg,unknown,,0,81,248,573
fp,628,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000628_0097.jpg,can,0.1856,1049,220,1079,355
fn,628,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000628_0074.jpg,unknown,,0,81,310,573
fn,632,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000632_0075.jpg,unknown,,0,81,353,573
fn,636,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000636_0076.jpg,unknown,,54,81,404,572
fn,640,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000640_0077.jpg,unknown,,115,82,453,572
fn,644,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000644_0078.jpg,unknown,,175,81,498,572
fn,648,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000648_0079.jpg,unknown,,234,80,551,571
fn,652,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000652_0080.jpg,unknown,,294,79,609,568
fn,656,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000656_0081.jpg,unknown,,352,80,668,572
fn,660,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000660_0082.jpg,unknown,,409,79,726,571
fn,664,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000664_0083.jpg,unknown,,467,80,787,571
fn,668,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000668_0084.jpg,unknown,,525,79,847,571
fn,672,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000672_0085.jpg,unknown,,583,77,908,572
fn,676,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000676_0086.jpg,unknown,,638,77,968,570
fn,680,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000680_0087.jpg,unknown,,686,77,1029,570
fp,684,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000684_0098.jpg,bottle,0.4534,944,79,1079,228
fn,684,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000684_0088.jpg,unknown,,735,76,1079,569
fp,688,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000688_0099.jpg,can,0.4913,802,238,982,405
fp,692,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000692_0100.jpg,can,0.3705,841,237,1043,413
fp,692,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000692_0101.jpg,can,0.1865,1043,414,1079,553
fp,696,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000696_0102.jpg,can,0.4084,888,235,1079,416
fp,696,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000696_0103.jpg,bottle,0.2053,889,238,1079,420
fp,700,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000700_0104.jpg,bottle,0.4612,935,405,1079,563
fp,708,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000708_0105.jpg,can,0.4509,1046,283,1079,421
fp,708,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000708_0106.jpg,can,0.1908,1040,434,1079,564
fp,816,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000816_0107.jpg,can,0.3525,0,441,143,588
fn,820,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000820_0089.jpg,unknown,,0,462,211,614
fp,824,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000824_0108.jpg,can,0.1678,0,488,246,637
fp,828,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000828_0109.jpg,can,0.3064,8,512,299,665
fp,832,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000832_0110.jpg,can,0.2439,49,537,347,679
fp,836,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000836_0111.jpg,can,0.2967,108,534,402,678
fp,840,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000840_0112.jpg,can,0.1709,164,530,453,678
fn,844,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000844_0090.jpg,unknown,,218,525,507,676
fp,848,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000848_0113.jpg,bottle,0.1619,276,529,550,675
fp,852,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000852_0114.jpg,can,0.1671,331,527,601,673
fp,856,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000856_0115.jpg,can,0.2380,385,522,658,668
fp,860,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000860_0116.jpg,can,0.2246,440,514,711,665
fp,864,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000864_0117.jpg,can,0.1799,494,506,765,658
fp,868,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000868_0118.jpg,bottle,0.1691,548,502,822,654
fp,872,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000872_0119.jpg,bottle,0.1830,602,494,878,649
fp,876,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000876_0120.jpg,can,0.1941,657,499,931,645
fp,880,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000880_0121.jpg,can,0.2193,706,495,989,642
fp,880,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000880_0122.jpg,bottle,0.1720,695,491,989,647
fn,880,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000880_0091.jpg,unknown,,0,140,28,209
fp,884,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000884_0123.jpg,bottle,0.3249,0,117,75,205
fp,884,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000884_0124.jpg,bottle,0.1955,746,488,1045,645
fp,888,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000888_0125.jpg,bottle,0.1526,0,264,57,410
fn,888,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000888_0092.jpg,unknown,,796,484,1079,635
fn,888,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000888_0093.jpg,unknown,,42,117,130,212
fp,892,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000892_0126.jpg,bottle,0.2306,0,235,106,473
fn,892,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000892_0094.jpg,unknown,,849,479,1079,634
fn,892,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000892_0095.jpg,unknown,,94,115,179,206
fp,896,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000896_0127.jpg,bottle,0.4017,0,229,162,490
fp,896,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000896_0128.jpg,bottle,0.1746,903,477,1079,628
fn,896,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000896_0096.jpg,unknown,,150,117,234,209
fp,900,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000900_0129.jpg,bottle,0.4894,0,224,220,484
fp,900,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000900_0130.jpg,can,0.4132,954,481,1079,632
fp,900,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000900_0131.jpg,bottle,0.2869,0,116,278,483
fn,900,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000900_0097.jpg,unknown,,0,502,55,542
fn,900,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000900_0098.jpg,unknown,,203,117,285,212
fp,904,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000904_0132.jpg,can,0.3360,1,436,151,547
fp,904,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000904_0133.jpg,bottle,0.3208,1,433,152,550
fp,904,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000904_0134.jpg,bottle,0.3046,13,218,267,485
fn,904,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000904_0099.jpg,unknown,,255,116,336,208
fp,908,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000908_0135.jpg,bottle,0.1603,8,387,200,548
fn,908,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000908_0100.jpg,unknown,,39,486,140,542
fn,908,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000908_0101.jpg,unknown,,310,116,390,213
fn,912,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000912_0102.jpg,unknown,,363,117,443,224
fn,916,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000916_0103.jpg,unknown,,416,117,496,224
fn,920,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000920_0104.jpg,unknown,,468,117,548,222
fn,924,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000924_0105.jpg,unknown,,521,116,600,214
fn,928,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000928_0106.jpg,unknown,,573,116,653,220
fn,932,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000932_0107.jpg,unknown,,362,487,463,544
fn,932,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000932_0108.jpg,unknown,,626,115,707,225
fn,936,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000936_0109.jpg,unknown,,412,485,514,545
fn,936,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000936_0110.jpg,unknown,,670,115,761,248
fn,940,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000940_0111.jpg,unknown,,467,485,563,545
fn,940,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000940_0112.jpg,unknown,,721,114,814,226
fn,944,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000944_0113.jpg,unknown,,516,483,614,544
fn,944,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000944_0114.jpg,unknown,,774,113,866,242
fn,948,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000948_0115.jpg,unknown,,0,472,29,532
fn,948,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000948_0116.jpg,unknown,,562,463,662,544
fn,948,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000948_0117.jpg,unknown,,823,113,920,231
fn,952,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000952_0118.jpg,unknown,,614,458,714,544
fn,952,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000952_0119.jpg,unknown,,0,452,80,543
fn,952,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000952_0120.jpg,unknown,,878,112,974,222
fn,956,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000956_0121.jpg,unknown,,0,414,122,543
fn,956,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000956_0122.jpg,unknown,,944,112,1027,218
fn,960,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000960_0123.jpg,unknown,,0,365,173,540
fn,960,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000960_0124.jpg,unknown,,997,111,1079,219
fp,964,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000964_0136.jpg,bottle,0.3299,0,327,251,538
fp,964,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000964_0137.jpg,bottle,0.2069,0,326,416,589
fn,964,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000964_0125.jpg,unknown,,1050,119,1079,224
fp,968,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000968_0138.jpg,bottle,0.2259,0,298,519,681
fn,984,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame000984_0126.jpg,unknown,,1022,370,1079,517
fp,988,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame000988_0139.jpg,bottle,0.2987,124,227,648,532
fp,1036,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001036_0140.jpg,bottle,0.4331,709,153,1079,494
fp,1036,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001036_0141.jpg,bottle,0.3072,711,152,945,372
fp,1040,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001040_0142.jpg,bottle,0.4700,777,136,1013,360
fp,1040,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001040_0143.jpg,bottle,0.2459,777,137,1076,448
fp,1044,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001044_0144.jpg,can,0.2875,831,127,1069,354
fp,1060,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001060_0145.jpg,bottle,0.4860,1021,191,1079,372
fn,1148,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001148_0127.jpg,unknown,,0,411,73,542
fn,1152,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001152_0128.jpg,unknown,,0,242,119,546
fn,1152,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001152_0129.jpg,unknown,,0,110,33,231
fn,1156,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001156_0130.jpg,unknown,,0,56,155,550
fn,1160,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001160_0131.jpg,unknown,,0,49,180,555
fp,1164,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001164_0146.jpg,bottle,0.3121,2,209,197,378
fp,1164,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001164_0147.jpg,bottle,0.1524,0,197,201,536
fp,1168,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001168_0148.jpg,bottle,0.1557,0,210,245,377
fn,1172,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001172_0132.jpg,unknown,,0,48,334,554
fp,1176,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001176_0149.jpg,bottle,0.4003,16,215,355,387
fp,1176,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001176_0150.jpg,bottle,0.2650,18,214,356,550
fp,1180,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001180_0151.jpg,bottle,0.2505,77,215,408,388
fp,1180,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001180_0152.jpg,bottle,0.2061,79,215,410,552
fn,1184,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001184_0133.jpg,unknown,,138,49,476,554
fp,1188,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001188_0153.jpg,bottle,0.1790,197,216,515,555
fn,1192,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fn_crops/fn_frame001192_0134.jpg,unknown,,260,48,581,551
fp,1196,/Users/leoshaw/Documents/VSCode/VS_CMU_S26/MechatronicDesign/Computer Vision/error_mining_run1/review/fp_crops/fp_frame001196_0154.jpg,bottle,0.1819,317,214,632,553
